Question,Answer 1,#1,,,,,
Name Something Insects Can Do That People Might Wish They Could.,Fly,81,,,,,
Name Something People Like To Drink At Bedtime,Milk,53,,,,,
Name Something Popeye Is Known For Doing.,Eating Spinach,81,,,,,
"Name Something You Pay A Lot For Tickets To See Professionals Do, But Very Little To See High Schoolers Do.",Sports Event,59,,,,,
Name The Best Place To “Pick Up” A New Joke,Bar,39,,,,,
Name Something You’d Need To Be Able To Be A WWF Wrestler.,Wrestle,53,,,,,
Name A Type Of Entertainer You Might Find Aboard A Cruise Ship?,Singer,43,,,,,
Name A Job That’s Still More Common Among Women Than Men.,Nurse,48,,,,,
Why Might You Pretend To Be Tired On A Date?,Bored,39,,,,,
Name A Good Job For Someone Who Loves Animals.,Vet,88,,,,,
Name Something On Every One Dollar Bill.,George Washington,66,,,,,
"Other Than A Bar, Name A Place Where It’s Common To Get Hit On.",Work/School,33,,,,,
"If You Were Confronted By A Bear, Name Something You Could Do To Scare Him Off.",Scream,56,,,,,
Name An Animal People Are Often Compared To When They’re Eating.,Pig,83,,,,,
Name An Important Date Some Men Forget.,Wedding Anniversary,51,,,,,
Name Something A Driver Might Do That Would Cause You To Write Down His Car’s License Number.,Hit And Run,54,,,,,
"If Your Husband Had His Say, What Activity Would He Want You To Do On A “Romantic” Date?",Sports Game,46,,,,,
Name A Board Game A Family Might Play Together.,Monopoly,82,,,,,
Name A Board Game People Give As A Holiday Gift.,Monopoly,49,,,,,
Name A Famous Jennifer.,Lopez,47,,,,,
Name A Gift A Child May Give To A Teacher For The Holidays.,Apple,32,,,,,
Name A Good Gift For A Professional Boxer.,Gloves,54,,,,,
Name A Phrase That Starts With The Word “Prime.”,Prime Time,51,,,,,
Name A Profession You Shouldn’t Go Into If You Have Bad Aim.,Police,44,,,,,
Name A Reason A Person Might Not Have A Pet.,Allergic,35,,,,,
Name An Image Often Used In Ads At Christmas.,Santa,44,,,,,
Name Something A Movie Director Might Yell Out.,Cut,54,,,,,
Name Something People Do In An Employee’s Lounge.,Eat,44,,,,,
Name Something You Might Buy From The Reference Section Of A Bookstore,Dictionary,55,,,,,
Name Something You Might Find At A Murder Scene That Would Tell You It Was Done By A Carpenter.,Hammer,52,,,,,
Name Something You Might Look Through A Telescope To See.,Stars,54,,,,,
Name Something You Need To Make Brownies,Chocolate,45,,,,,
Name Something You See In The Lobby Of Most Office Buildings.,Receptionist,48,,,,,
Name Something You’d Find In Almost Every Room Of A House.,Light,41,,,,,
Name The Part Of A Body That People Most Like To Have Massaged.,Back,62,,,,,
"On A Scale From 1-10, How Happy Do You Think Most People Are.",5,30,,,,,
"Other Than “Hello”, Which Greeting Do People Commonly Use When Sending A Text Message?",Hi,48,,,,,
Tell Me What Kids Hate Most About School.,Homework,78,,,,,
We Asked 100 Husbands: Name Something You Wish Your Wife Would Do Less Of Around The House.,Clean,39,,,,,
Name Something Specific A Man Might Be Too Embarrassed To Ask His Wife For.,Money,47,,,,,
"Besides A Plane, Name Something People Take To The Air In.",Helicopter,69,,,,,
"Besides CBS, Name A TV Channel That Starts With The Letter “C.”",CNN,70,,,,,
"Besides Christmas, Tell Me A Holiday That Kids Get Off From School.",Thanksgiving,41,,,,,
"Besides Clothes, Name Something People Pack In Their Suitcase When Traveling.",Toothbrush,38,,,,,
"Besides Numbers, Name A Button On A Calculator.",Plus,25,,,,,
How Many Days After Christmas Do People Take Down Their Decorations? (Numeric Only),7,40,,,,,
"If All Else Fails, Name Something People Get For Dad For The Holidays.",Tie,48,,,,,
"If Christmas Were In July, Name A Holiday Symbol That Wouldn’t Exist.",Snowman,51,,,,,
Name A Bird Usually Associated With Christmas.,Dove,45,,,,,
"Name A Celebrity, Living Or Dead, Who Epitomizes Christmas.",Bing Crosby,52,,,,,
Name A Circus Act That Requires A Net.,Trapeze Artist,48,,,,,
Name A Fictional Character Who Hates The Holidays.,Grinch,49,,,,,
Name A Good Gift For A Friend Who’s Moving To Alaska,Parka,64,,,,,
Name A Place Where You Could See A Lot Of Fit People.,Gym,80,,,,,
Name A Place Where You Might See A Clown,Circus,83,,,,,
Name A Reason A Customer Might Ask For Another Table At A Restaurant.,Loud People,31,,,,,
Name A Reason People Have A Garage Sale.,Get Rid Of Junk,57,,,,,
Name A Reason Someone Might Prefer To Travel By Train.,Afraid Of Flying,63,,,,,
Name A Specific Dessert That’s Sold At Fast Food Restaurants.,Ice Cream,45,,,,,
Name A Specific Fruit You Have To Cut Open To Eat.,Watermelon,35,,,,,
Name A Specific Reason Why People Drink Coffee.,To Wake Up,32,,,,,
Name A Type Of Purchase That A Person Might Hide From Their Partner.,Clothes,43,,,,,
Name A Way A Student Finds Out It Is A Snow Day.,Radio,33,,,,,
Name A Way You Might Be Able To Tell Someone Giving A Speech Is Really Nervous.,Sweat,32,,,,,
Name A Word Or Phrase People Use To Say That They’re Completely In Love.,Head Over Heals,50,,,,,
Name An Actor Who Uses Or Used Their Middle Initials.,Michael J Fox,66,,,,,
Name An Animal That Eats A Lot Of Food.,Elephant,41,,,,,
Name An Article Of Clothing That Would Be Silly To Wear In The Snow.,Shorts,46,,,,,
Name Someone Who Might Be Dressed In All Black.,Priest,43,,,,,
Name Something A Person Might Do While Playing Cards That Would Annoy Everyone Else At The Table.,Smoke,36,,,,,
Name Something A Person Might Slide Down On A Snowy Hill.,Sled,64,,,,,
Name Something Embarrassing You Would Not Want To Happen While Dancing.,Fall Down,68,,,,,
Name Something Hollywood Could Do To Make Better Movies.,Better Actors,39,,,,,
Name Something In Your House You Might Only Use In Case Of An Emergency.,Fire Extinguisher,64,,,,,
Name Something Kids Do During A Long Car Trip To Keep From Getting Bored.,Sing,28,,,,,
Name Something People Use To Decorate Their House For Christmas.,Lights,56,,,,,
Name Something That Might Be Pinned To A Shirt.,Name Tag,48,,,,,
Name Something That Needs To Be Fed.,Dog,55,,,,,
Name Something You Might Pack In Your Suitcase For A Hawaiian Vacation,Bathing Suit,63,,,,,
Name Something You Put On Before Going Out Into The Snow.,Snow Boots,40,,,,,
Name Something You’d Need If You Wanted To Start A Preschool In Your Home.,Toys,42,,,,,
Name Something You’d Never See Donald Trump Without.,Money,47,,,,,
Name Something You’d See At The Olympic Opening Ceremony.,Lighting Of The Torch,44,,,,,
Name Something You’d See In A Hotel Lobby.,Front Desk,45,,,,,
Name The Most Stressful Holiday.,Christmas,47,,,,,
Name The Worst Holiday To Be Born On.,Christmas,66,,,,,
Name The Worst Thing That Can Happen In The Snow.,Car Accident,42,,,,,
Where Might You Take Someone On A Date If You Wanted To See Them In Less Clothing.,Beach,41,,,,,
Name A Career Or Source Of Income That Makes Getting Into Heaven A “Long Shot”?,Lawyer,39,,,,,
"Besides “Sugar,” Name A Food That Someone Might Be Called As A Term Of Affection.",Honey,69,,,,,
"Besides Thanksgiving, Name A Holiday You Celebrate With A Lot Of Food.",Christmas,65,,,,,
Name A Complaint You Might Have About Your Dry Cleaners.,Didn’t Get Out Spot,56,,,,,
Name A Famous John,John Wayne,48,,,,,
Name A Gift You Always Get More Than One Of.,Socks,59,,,,,
Name A Good Birthday Gift For A Football Referee.,Whistle,53,,,,,
Name A Good Birthday Gift For A Vampire.,Blood,88,,,,,
Name A Place You’d Find Ice.,Freezer,48,,,,,
Name A Really Small State.,Rhode Island,61,,,,,
Name A Reason A First-Timer Might Say They Had A Bad Time Skiing.,Fall Too Much,48,,,,,
Name A Snack You Might See Sitting Out During The Winter Holidays.,Cookies,64,,,,,
Name A Type Of Cheese (Not A Brand) People Like In A Salad.,Cheddar,43,,,,,
"Name A Type Of TV Show That’s Popular Now, But Barely Existed 20 Years Ago.",Reality,58,,,,,
Name A Way In Which People Try To Keep Up With Their Neighbors.,New Cars,58,,,,,
"Name An Appliance You Have In You Home, That Your Grandparents Didn’t",Microwave,41,,,,,
Name One Of Santa’s Reindeer.,Rudolph,52,,,,,
Name Someone Superman Might Send A Christmas Car To.,Lois Lane,56,,,,,
Name Something A Child Might Draw A Picture Of For Halloween,Pumpkin,56,,,,,
Name Something A Young Man Would Need If He Wanted To Impersonate An Old Man.,Cane,41,,,,,
Name Something About Your Car That’s Different When The Parking Attendant Brings It Back.,Seats Moved,47,,,,,
Name Something An Alien Would Report Back That Earth Has A Lot Of.,People,52,,,,,
Name Something People Try Yo Squeeze Into.,Pants,58,,,,,
Name Something Specific That’s Served In A Cup.,Coffee,49,,,,,
"Name Something Twins Do As Kids, But Probably Not As Adults.",Dress Alike,59,,,,,
Name Something You Might Do Just Before Someone Snaps Your Picture.,Smile,77,,,,,
Name Something You Might Need When Serving Corn-On-The-Cob.,Butter,59,,,,,
Name Something You Might Take With You On A Long Plane Flight.,Book,38,,,,,
Name Something You’re Asked To Do At The Eye Doctor’s Office.,Read Chart,45,,,,,
"Real Or Fictional, Name Someone Who Has A Lot Of Muscles.",Arnold Schwarzenegger,53,,,,,
We Asked 100 Men: Where Do Women Just Hate To Go?,Sports Events,48,,,,,
"If There Is A Doggy Heaven, Name Something It Probably Has A Lot Of.",Bones,34,,,,,
"If You Produced A Monster Movie, In Which City Would You Shoot It?",New York,44,,,,,
Name A Famous “Douglas.”,Michael,54,,,,,
Name A Mistake People Make When Driving In The Snow.,Speeding,45,,,,,
Name A Never-Ending Song That Some People Sing On Road Trips.,99 Bottles,56,,,,,
Name A Popular Christmas Candy.,Candy Cane,69,,,,,
Name A Sport Many People Think Is Boring.,Golf,62,,,,,
"Name Something A Kid Gets A Ride In, That An Adult Would Look Ridiculous Inside.",Wagon,41,,,,,
Name Something Every Dentist Needs To Do His Job.,Drill,54,,,,,
"Name Something People Associate With Malibu, California",Beaches,73,,,,,
Name Something People Get A Newborn For The Holidays.,Clothes,49,,,,,
Name Something People Take Out Of Storage In The Fall.,Warm Clothes,48,,,,,
Name Something Stars In The Sky Have In Common With Criminals.,Bright,57,,,,,
Name Something Students Would Not Want The Teacher To Catch Them Doing.,Cheating,66,,,,,
Name Something Superman Does That Clark Kent Doesn’t.,Fly,86,,,,,
Name Something You Would Dress Your Ipod As On Halloween.,Ghost,26,,,,,
Name The Thing In A Movie That Always Makes You Close Your Eyes.,Blood,52,,,,,
What Are You Always Disappointed To Find In Your Chirstmas Stocking.,Coal,35,,,,,
Name Something You’d Buy For A Dog You’d Never Buy For A Cat.,Bone,60,,,,,
Name A Beverage You Might Drink At A Typical Holiday Party.,Egg Nog,55,,,,,
Name A Kind Of Ring Not Worn On A Finger.,Earring,40,,,,,
Name A Popular Christmas Story For Children.,The Night Before Christmas,57,,,,,
Name A Way People Get Rid Of Mice.,Mousetrap,53,,,,,
Name An Ingredient A Baker Would Hate To Be Allergic To.,Flour,72,,,,,
Name One Of Bugs Bunny’s Pals.,Daffy Duck,48,,,,,
Name Something A Bathroom Attendant Might Offer You.,Towel,64,,,,,
Name Something The Cartoon Characters The Jetsons Had That You Wish You Had.,Flying Cars,44,,,,,
Name Something They Sell In A Survival Store.,Hunting Knives,43,,,,,
Name Something You Find In The Game Monopoly.,Money,43,,,,,
What Do You Suspect About A Person Who Doesn’t Smile Much?,Sad,57,,,,,
Name A Place Where It’s Good To Be Tall.,Basketball Court,42,,,,,
Name A Place You Associate With Palm Trees.,Florida,50,,,,,
Name A Specific Reason A Person Might Buy A Satellite Dish.,More Channels,33,,,,,
Name Something New Dads Do Immediately After The Birth Of Their New Baby.,Hand Out Cigars,35,,,,,
Name Something On Grandma That Might Be Fake.,Teeth,67,,,,,
Name Something You Know About Alcatraz.,Prison,44,,,,,
Who Is The First Person You Would Tell If You Got A Date?,Best Friend,51,,,,,
Who Is The Funniest Animated Character Of All Time?,Bugs Bunny,41,,,,,
"Name Something A Woman Might Do To Her 12 Year Old Son That Would Cause Him To Say, “Mom, I’m Too Old For This!”",Kiss Him,48,,,,,
"Besides A Bird, Name Something You’d Find In A Birdcage.",Bird Seed,48,,,,,
Name A Country That Has Lots Of Cafes.,France,42,,,,,
Name A Famous Group Of Three Characters.,Three Stooges,78,,,,,
Name A Job That’s Still Primarily Held By Women.,Nurse,35,,,,,
Name A Person Associated With England.,Queen Elizabeth,41,,,,,
Name A Reason Why The Speed Limit Might Suddenly Go Down In One Area.,School Zone,49,,,,,
Name Something A Biker Dude Would Look Silly Riding.,Tricycle,35,,,,,
Name Something Kids Can Do To Celebrate The New Year.,Stay Up Late,38,,,,,
Name Something You Might Find At A Seance.,Crystal Ball,26,,,,,
"When Ordering A Pizza, Name Something Extra You Might Ask For.",Cheese,66,,,,,
Name An Occupation In Which You’d Be Very Embarrassed To Get An Embarrassed Ticket.,Police,49,,,,,
Name A Reason Why Someone Might Prefer Eating At A Drive-Thru Restaurant.,Fast Service,46,,,,,
Name Something That Spins.,Top,55,,,,,
Name A Way The Incedible Hulk Is Different From Most Other Superheroes.,Green,58,,,,,
Name Something That People Hang Outside.,CLothes,52,,,,,
Name Something Teenagers Did In The 50’s.,Danced,53,,,,,
Name A Reason A Hunter Might Say He Had A Bad Day.,Didn’t Get Anything,80,,,,,
Name A Good Material For A Winter Coat.,Wool,44,,,,,
Name Something That A Child Star Has To Do That The Average Kid Doesn’t.,Work,44,,,,,
Name Something About Their Job That Most People Would Change If They Could.,Pay,46,,,,,
Name A Reason A Kid Might Want A Specific Breakfast Cereal,Advertisement,35,,,,,
Name A Gift A Child May Give To A Teacher For The Holidays.,Apple,32,,,,,
Tell Me Which Superhero Has The Coolest Costume,Batman,34,,,,,
"Name A Celebrity, Living Or Dead, Who Epitomizes Christmas.",Bing Crosby,52,,,,,
Name A Type Of Pancake,Buttermilk,35,,,,,
Name Something People Forget To Do Before The Holidays.,Buy Gifts,45,,,,,
Name Something Expensive A Teenager Might Ask His Parents For,Car,91,,,,,
Name A Holiday You Would Go Out To A Theater To See A Movie On.,Christmas,25,,,,,
"Besides Thanksgiving, Name A Holiday You Celebrate With A Lot Of Food.",Christmas,65,,,,,
Name Something You Find On A One-Dollar Bill,Eagle,3,,,,,
Name Something You’d Be Surprised To Find That An Exercise Instructor Did,Eat Junk Food,48,,,,,
Name A Reason A First-Timer Might Say They Had A Bad Time Skiing.,Fall Too Much,48,,,,,
Name Something That’s Weighed On A Scale,Fruit,36,,,,,
Name A Way You Could Tell That The Person You’re Dating Is A Snowman.,He Melts,51,,,,,
Name A Christmas Song That Everyone Knows The Words To,Jingle Bells,69,,,,,
Name A Christmas Song People Are Tired Of.,Jingle Bells,51,,,,,
Name The Most Common Christmas Tree Decoration.,Lights,43,,,,,
Name A Place That’s Usually More Crowded On Fridays Than The Rest Of The Week,Movie Theatre,18,,,,,
Name Something That Might Really Annoy Santa When He Comes To Your House.,No Cookies,44,,,,,
Name Something People Give As A Housewarming Gift.,Plant,27,,,,,
Name Something You Dip In A Fondue,Potato,7,,,,,
Name Something A Person Might Slide Down On A Snowy Hill.,Sled,64,,,,,
Name The Best Movie Score,Star Wars,31,,,,,
Name Something That Kids Fight Over During The Holidays.,Toys,47,,,,,
Name A Reason Why You Wouldn’t Invite Your Partner To Your Company Party.,Ugly,28,,,,,
Name Something That Might Get Frozen In The Winter,Water,42,,,,,
Name A Good Birthday Gift For A Football Referee.,Whistle,53,,,,,
Name Something That Probably Got On Jane’s Nerves After She Married Tarzan.,Yelling,48,,,,,
Name A Vehicle You’D Hate To See A Man Pull Up In Before He Takes You On A Date,Motorcycle,25,,,,,
Name Something You Might See When You’re Dead,God,34,,,,,
Name A Singing Group That Has A Number In Its Name,U2,44,,,,,
Name Something People Check On A Used Car Before Buying It,Mileage,53,,,,,
Name A Place In The Newspaper You Wouldn’t Want To See Your Name,Obituary,75,,,,,
Name Something Gentlemen Used To Do For Ladies That They No Longer Bother With,Open Doors,70,,,,,
Name A Drink The Designated Driver Might Order,Soda,65,,,,,
Name Something A Driver Might Do That Would Cause You To Write Down His Car’s License Number,Hit and Run,54,,,,,
Name A Sport In Which Athletes Don’t Have To Retire Young.,Golf,52,,,,,
Name A Part Of A Car That’s Often Replaced.,Tires,39,,,,,
Name A State Where You Could Go Swimming In The Winter,Florida,55,,,,,
What Funny Things Does Your Spouse Do In Their Sleep?,Talk,43,,,,,
"Alive Or Dead, Name An Author Of Scary Stories",Stephen King,55,,,,,
Name Something A Bartender Might Remember About A Customer,Favorite Drink,48,,,,,
Name A Present A Boy Might Ask For That Most Parents Would Never Give,Gun,57,,,,,
Name A Sound You Hear At A Boxing Match,Bell,74,,,,,
Name Something You Do With Your Child To Get Ready For Bed,Read A Story,40,,,,,
Name Something Kids Might Look Forward To At School In The Month Of December,Christmas,52,,,,,
Name Something You Know About Kangaroos`,Have Pouch,55,,,,,
Name A State That Has A Lot Of Desert,Arizona,32,,,,,
Name A Way People Enter A Swimming Pool,Dive In,66,,,,,
Name A Fruit That Is Squeezed To Get The Juice,Orange,72,,,,,
Name A Movie That A Dog Would Love To Watch.,Lassie,29,,,,,
Name Something You’d Need If You Wanted To Dress Up Like A Rock Star.,Long Hair,40,,,,,
Name A Reason Why Someone Might Be Up Late At Night.,Baby,26,,,,,
Name Something That A Hula Dancer Wears.,Grass Skirt,49,,,,,
Name Something You See Horses Do At Horse Shows.,Jump,41,,,,,
Name Something A Police Officer Might Ask For After Pulling Someone Over.,License,40,,,,,
Name A Movie You Walked Out On Or Wish You Had.,Titanic,28,,,,,
Name Something Fans Do At A Rock Concert That They Wouldn’t Do At An Opera.,Scream and Yell,31,,,,,
What Kind Of Comments Do You Think Mike Tyson Had On His Kindergarten Report Card.,Poor Social Skills,54,,,,,
"Name A Person, Real Or Fictional, Who Is Famous For Having Red Hair.",Lucille Ball,37,,,,,
"Besides Clothes, Name Something That Has A Zipper.",Purse,33,,,,,
"Besides Alcohol, Name Something A Bartender Might Put In A Drink.",Ice,44,,,,,
Name A Body Part That Begins With The Letter “L”,Leg,81,,,,,
"Besides Books, Name Something People Read.",Magazines,49,,,,,
name Something kids Wish Will Happen At A Baseball Game.,Catch Ball,56,,,,,
Tell Me Something You Use To Wrap Dishes When Moving.,Newspaper,55,,,,,
Name A Reason A Hunter Might Say He Had A Bad day.,Didn’t Get Antthing,80,,,,,
Name Something People Look For When Choosing A Diamond.,Size,68,,,,,
Name Another Word For Toilet.,John,37,,,,,
Name An Itchy Fabric.,Wool,54,,,,,
Name Someone That Uses Hand Signals.,Police Officer,43,,,,,
Name A Tourist Attraction That Offers A Great View.,Grand Canyon,29,,,,,
Name A Famous Elizabeth.,Elizabeth Taylor,62,,,,,
What Might a “Chain E-Mail” Urge You To Do.,Forward It,43,,,,,
Name A Foreign Country Known For Making Good Movies.,France,49,,,,,
Name A Souvenir A Tourist Might Bring Home From Hollywood.,T Shirt,29,,,,,
What Might A Teenager Do After Breaking Up With Their First Love.,Cry,55,,,,,
Name Something About Wonder Woman The Average Woman Might Envy.,Body,60,,,,,
What Happens To Women In A Horror Movies That Prevents Them From Running Away.,Trip And Fall,35,,,,,
Name A Famous Woman Who’d Probably Make Her Husband Sign A Pre-nuptial Agreement.,Oprah,40,,,,,
Name A Place People Go To Discuss Their Relationship Problems.,Therapist,42,,,,,
Name Something That Would Be Impossible To Do In The Dark,Read,62,,,,,
Name Something A Business Person Keeps In A Briefcase,A Lot Of Papers,36,,,,,
Name A Relative You’d Rather Not See During The Holidays,In Laws,48,,,,,
Who In America Seems To Make The Most Money For The Least Work?,President,31,,,,,
Name Something That Squirts.,Water Gun,87,,,,,
Name Something You’d Bring If You Were Going On An African Safari.,Camera,34,,,,,
Name Something A Football Player Wears That Would Look Ridiculous On A Tennis Player,Helmet,48,,,,,
Name Someone You’d See In A Hospital Delivery Room,Doctor,44,,,,,
Name An Animal Associated With Christmas,Reindeer,59,,,,,
Name Something You Measure With,Ruler,57,,,,,
Name Something You Can Do In Both A Bumper Car And A Race Car,Drive,52,,,,,
Name A Home Appliance That Can Get hot.,Oven,23,,,,,
Name Something You’d Hate To See Crawling Around Your Kitchen,Roaches,55,,,,,
Name Something You’d Give A Five Year Old To Make Him Stop Crying,Candy,34,,,,,
Name The Worst Part About Going To The Beach.,Sand,43,,,,,
Name Something That Might Hurt After Nose Surgery,Sneezing,39,,,,,
Name Something A Couple With A Baby Might Take Turns Doing.,Feeding,30,,,,,
Name Something That Quenches Your Thirst,Water,56,,,,,
Name A Type Of Cookie With Something In The Middle.,Oreo,65,,,,,
Name Something You Might Serve A Dinner Guest Before The Main Course,Salad,41,,,,,
Name Something People Put In Plastic Bags,Garbage,21,,,,,
Name A Class Every College Freshman Takes,English,39,,,,,
Name Something You See In The Sky On A Clear Night,Stars,65,,,,,
Name A Game Show That Gives Away A Lot Of Money,Millionaire,57,,,,,
Need Something You Need To Wrap A Gift,Wrapping Paper,37,,,,,
Name Something A Person Wears Even If It Has Holes In It,Socks,41,,,,,
Name Something That Has Speakers,Stereo,68,,,,,
Name A Fruit That Comes In A Can,Peaches,15,,,,,
Name A Place Where It’s Always Rainy,Washington,40,,,,,
Name something Icecream Might Be Served In,Bowl,62,,,,,
Name Something You Might See In A Bathtub,Soap,26,,,,,
Name Something Ugly That Can grow On Your Feet,Fungus,30,,,,,
"If You Dared, Name Something About Superman You Might Make Fun Of",His Clothes/Outfit,64,,,,,
Name Something Associated With Goldilocks,Bears,71,,,,,
Name Something A Bird Could Do To Ruin A Magician’s Act,Fly,42,,,,,
Which Part Of The Body Do People Injure Most When Exercising,Back,47,,,,,
Name A Form Of Transportation You Didn’t See A Lot Of 100 Years Ago,Cars,43,,,,,
Tell Me An Excuse People Give The Police for Speeding,Late/Work,28,,,,,
Name Something Associated With Humpty Dumpty,Wall,35,,,,,
Name Something A Company Would Be Expected To Reimburse A Businessman For,Hotel,45,,,,,
